datetime,city,country,latitude,longitude,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m,surface_pressure,uv_index,dew_point_2m,pm10,pm25,nitrogen_dioxide,sulphur_dioxide,ozone
2023-01-01T17:00:00,Beijing,China,39.9042,116.4074,14.05,49.4,12.3,0.06,0.83,1037.6,1.78,2.84,84.7,77.3,14.6,11.3,15.9
2023-01-01T18:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,22.79,40.3,22.3,1.48,3.56,1010.4,1.56,10.6,27.7,8.5,12.1,10.7,28.3
2023-01-01T19:00:00,Sydney,Australia,-33.8688,151.2093,14.92,67.0,15.03,0.07,5.29,1010.8,10.23,9.9,34.7,2.5,4.6,12.0,24.8
2023-01-01T20:00:00,Beijing,China,39.9042,116.4074,21.76,25.1,23.62,0.12,3.32,1015.2,5.13,6.49,45.9,17.6,25.2,18.7,0.0
2023-01-01T21:00:00,Paris,France,48.8566,2.3522,18.18,63.5,18.77,0.03,5.32,1032.7,1.17,11.75,23.4,4.8,6.6,6.7,33.0
2023-01-01T22:00:00,Paris,France,48.8566,2.3522,22.28,94.6,24.63,0.11,5.6,1021.9,4.26,21.27,16.1,9.7,5.6,11.1,18.1
2023-01-01T23:00:00,Cairo,Egypt,30.0444,31.2357,25.22,75.0,28.86,0.14,4.33,997.9,3.7,21.73,57.8,15.5,14.4,12.1,1.2
2023-01-02T00:00:00,Cairo,Egypt,30.0444,31.2357,15.81,66.2,18.12,0.13,5.26,1012.9,6.03,10.67,3.7,0.0,27.2,5.7,28.1
2023-01-02T01:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,16.18,76.9,15.04,1.51,5.08,1014.8,5.68,10.71,30.0,4.8,19.6,12.8,7.6
2023-01-02T02:00:00,London,UK,51.5074,-0.1278,18.54,89.6,17.05,0.01,6.61,1012.1,8.32,17.32,46.8,10.6,33.6,7.2,0.0
2023-01-02T03:00:00,Cairo,Egypt,30.0444,31.2357,27.19,50.8,27.4,0.2,1.37,992.8,3.01,17.79,55.5,29.2,11.2,2.8,13.9
2023-01-02T04:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,11.98,69.2,13.39,0.84,5.07,1018.4,3.24,5.64,36.9,12.3,13.4,10.9,15.5
2023-01-02T05:00:00,Johannesburg,South Africa,-26.2041,28.0473,13.75,76.6,9.77,0.6,1.33,1003.9,6.87,8.79,37.0,21.3,27.1,8.5,31.7
2023-01-02T06:00:00,Tokyo,Japan,35.6762,139.6503,19.62,43.3,18.44,0.78,3.6,1021.6,9.3,6.89,37.9,1.7,18.8,7.5,1.7
2023-01-02T07:00:00,London,UK,51.5074,-0.1278,23.81,47.9,22.74,0.04,5.57,1009.7,5.82,13.75,56.4,6.9,3.2,12.3,16.7
2023-01-02T08:00:00,Los Angeles,USA,34.0522,-118.2437,24.74,67.7,24.47,0.1,9.69,1012.8,5.4,19.35,19.1,4.0,17.8,10.9,8.3
2023-01-02T09:00:00,London,UK,51.5074,-0.1278,11.22,18.5,8.98,0.02,9.34,1025.3,2.59,-4.73,21.9,0.1,16.5,10.5,16.6
2023-01-02T10:00:00,Sydney,Australia,-33.8688,151.2093,19.66,37.2,19.67,0.33,8.08,1013.1,6.45,7.04,23.6,0.0,16.9,3.8,28.9
2023-01-02T11:00:00,Delhi,India,28.65195,77.23149,24.59,67.3,24.02,1.15,6.84,990.0,4.16,16.07,24.1,14.5,34.2,11.5,0.0
2023-01-02T12:00:00,Sydney,Australia,-33.8688,151.2093,-0.48,49.1,4.36,1.13,5.66,993.3,4.26,-10.56,25.3,9.0,16.3,9.9,15.3
2023-01-02T13:00:00,Tokyo,Japan,35.6762,139.6503,23.65,92.6,21.71,0.02,4.02,1028.8,3.89,23.62,32.6,12.0,27.5,6.6,10.6
2023-01-02T14:00:00,Paris,France,48.8566,2.3522,16.92,69.0,13.79,0.13,7.37,983.3,3.03,9.04,13.5,3.5,13.6,7.0,18.4
2023-01-02T15:00:00,Cairo,Egypt,30.0444,31.2357,20.18,39.8,21.59,0.14,5.89,1015.6,10.09,8.06,38.9,5.6,14.2,7.0,4.4
2023-01-02T16:00:00,Delhi,India,28.65195,77.23149,18.81,66.7,18.91,0.07,6.35,1010.1,3.37,12.7,57.8,10.2,26.5,15.4,2.1
2023-01-02T17:00:00,Sydney,Australia,-33.8688,151.2093,15.29,30.9,17.96,0.19,5.41,983.1,2.11,1.18,5.6,5.3,29.5,2.5,13.8
2023-01-02T18:00:00,Beijing,China,39.9042,116.4074,20.34,92.2,17.9,0.09,0.37,996.6,3.94,18.27,64.3,59.7,9.8,14.9,6.7
2023-01-02T19:00:00,Los Angeles,USA,34.0522,-118.2437,25.54,47.4,24.26,0.12,5.62,991.8,6.35,13.99,40.7,0.7,21.6,6.4,3.8
2023-01-02T20:00:00,Delhi,India,28.65195,77.23149,22.73,64.8,21.51,0.22,4.58,1015.2,3.45,16.17,43.3,17.1,37.9,10.2,0.0
2023-01-02T21:00:00,Cairo,Egypt,30.0444,31.2357,27.22,100.0,26.41,1.24,3.78,1009.7,2.22,27.8,55.5,16.3,28.1,20.2,15.1
2023-01-02T22:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,12.65,57.2,13.88,1.03,3.52,1034.2,4.56,5.75,10.9,6.9,19.1,5.3,20.0
2023-01-02T23:00:00,Johannesburg,South Africa,-26.2041,28.0473,20.4,53.5,17.02,0.07,3.64,1011.0,0.74,9.49,42.6,7.9,0.0,11.9,20.9
2023-01-03T00:00:00,Los Angeles,USA,34.0522,-118.2437,15.39,33.7,17.07,0.1,5.46,1017.0,5.97,1.96,52.3,13.2,28.0,7.5,12.3
2023-01-03T01:00:00,Delhi,India,28.65195,77.23149,16.57,75.8,19.57,0.02,5.29,1009.1,7.38,9.48,37.5,8.4,8.4,10.5,2.0
2023-01-03T02:00:00,Beijing,China,39.9042,116.4074,17.96,82.3,17.47,0.33,7.12,1000.3,2.72,14.97,43.6,13.1,23.9,15.6,2.1
2023-01-03T03:00:00,Tokyo,Japan,35.6762,139.6503,18.9,55.8,16.47,0.09,3.62,999.7,4.76,11.19,15.6,0.0,7.6,13.8,22.8
2023-01-03T04:00:00,Sydney,Australia,-33.8688,151.2093,18.37,37.2,16.14,1.15,5.87,1009.7,5.7,5.97,42.6,9.7,0.5,0.0,32.2
2023-01-03T05:00:00,Sydney,Australia,-33.8688,151.2093,20.48,39.6,16.76,0.08,8.99,1018.2,4.07,7.5,27.2,0.0,5.4,15.4,40.1
2023-01-03T06:00:00,Delhi,India,28.65195,77.23149,24.64,41.6,26.35,0.13,7.62,1019.6,6.85,13.6,60.8,0.1,27.7,12.2,0.0
2023-01-03T07:00:00,London,UK,51.5074,-0.1278,27.37,94.6,30.09,0.1,4.53,1014.4,2.27,26.69,31.2,0.0,14.6,7.7,38.0
2023-01-03T08:00:00,Tokyo,Japan,35.6762,139.6503,23.44,60.2,23.93,0.07,1.79,1010.2,3.13,14.23,40.2,18.5,0.7,7.5,30.0
2023-01-03T09:00:00,Los Angeles,USA,34.0522,-118.2437,24.26,80.5,24.34,0.01,5.36,1016.6,8.22,21.46,33.4,2.0,15.4,10.5,14.6
2023-01-03T10:00:00,Los Angeles,USA,34.0522,-118.2437,16.07,65.1,15.07,0.01,3.5,1014.9,5.68,7.95,26.4,18.6,8.7,1.1,0.0
2023-01-03T11:00:00,Cairo,Egypt,30.0444,31.2357,19.11,60.6,18.87,0.19,5.49,1030.7,2.18,10.85,29.9,4.0,19.9,17.7,31.7
2023-01-03T12:00:00,Sydney,Australia,-33.8688,151.2093,12.86,98.1,12.93,0.25,4.83,1016.4,11.0,13.33,12.9,9.1,10.6,5.2,31.3
2023-01-03T13:00:00,London,UK,51.5074,-0.1278,19.12,65.6,19.15,0.1,0.34,1020.0,2.54,10.79,28.8,15.1,9.5,11.3,6.6
2023-01-03T14:00:00,Delhi,India,28.65195,77.23149,16.93,48.3,16.84,0.1,6.31,1012.8,0.27,4.63,53.8,14.9,26.2,14.3,13.4
2023-01-03T15:00:00,Cairo,Egypt,30.0444,31.2357,23.7,37.8,21.36,0.39,7.61,1006.8,0.0,9.55,28.3,1.6,19.2,12.2,10.2
2023-01-03T16:00:00,Tokyo,Japan,35.6762,139.6503,24.21,46.5,22.49,1.18,5.47,1013.2,4.63,15.1,17.6,15.4,13.2,2.9,20.7
2023-01-03T17:00:00,Johannesburg,South Africa,-26.2041,28.0473,9.16,45.0,9.95,1.26,6.97,1025.9,8.59,-1.32,60.3,0.0,14.0,5.3,19.4
2023-01-03T18:00:00,Sydney,Australia,-33.8688,151.2093,11.68,56.7,15.45,0.05,3.92,1012.9,5.02,3.46,50.3,22.6,16.0,9.6,10.7
2023-01-03T19:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,14.1,78.8,15.83,0.91,5.73,1026.4,5.72,9.5,39.7,0.0,19.6,0.0,0.9
2023-01-03T20:00:00,Paris,France,48.8566,2.3522,21.22,69.6,18.9,0.01,3.29,1038.9,5.0,15.54,62.3,21.4,7.0,7.6,19.6
2023-01-03T21:00:00,Delhi,India,28.65195,77.23149,12.14,54.9,10.66,1.62,3.79,1010.7,5.56,3.73,34.0,8.6,35.8,12.8,0.0
2023-01-03T22:00:00,Beijing,China,39.9042,116.4074,21.18,69.3,18.12,0.09,5.44,1019.6,1.49,15.37,41.9,11.9,31.0,18.7,30.4
2023-01-03T23:00:00,London,UK,51.5074,-0.1278,25.54,57.8,26.24,0.15,4.83,1021.9,4.85,16.37,21.7,7.9,15.0,9.4,26.7
2023-01-04T00:00:00,Sydney,Australia,-33.8688,151.2093,12.86,75.1,13.62,0.53,3.25,992.1,2.39,6.87,28.0,5.2,10.8,9.7,25.6
2023-01-04T01:00:00,Beijing,China,39.9042,116.4074,20.34,68.2,21.58,0.14,0.95,1012.4,4.99,15.03,71.8,45.3,20.0,14.7,7.2
2023-01-04T02:00:00,Beijing,China,39.9042,116.4074,18.76,79.7,17.64,0.15,2.11,1023.7,6.75,14.8,32.8,12.7,19.7,15.0,2.9
2023-01-04T03:00:00,Johannesburg,South Africa,-26.2041,28.0473,16.92,35.2,16.52,0.08,1.06,1029.7,5.37,4.37,35.4,15.3,15.3,14.6,13.6
2023-01-04T04:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,20.4,47.1,20.28,0.04,8.11,1011.1,4.51,8.71,28.4,0.0,9.2,9.7,31.4
2023-01-04T05:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,28.78,48.3,31.65,0.94,5.58,1012.7,5.28,18.03,5.0,0.0,21.7,7.7,12.2
2023-01-04T06:00:00,Tokyo,Japan,35.6762,139.6503,18.81,75.9,19.17,0.0,4.33,1031.0,6.24,14.96,54.8,19.5,19.9,10.4,25.2
2023-01-04T07:00:00,London,UK,51.5074,-0.1278,13.28,74.0,10.57,0.01,6.6,1029.8,4.32,6.93,25.2,4.4,15.6,12.5,16.4
2023-01-04T08:00:00,Sydney,Australia,-33.8688,151.2093,16.5,40.2,17.4,0.07,3.91,1009.8,4.32,6.31,25.0,4.4,0.0,3.6,19.6
2023-01-04T09:00:00,London,UK,51.5074,-0.1278,15.33,87.6,15.0,1.99,4.59,1010.9,5.01,14.58,16.4,0.0,10.7,8.1,26.9
2023-01-04T10:00:00,Tokyo,Japan,35.6762,139.6503,21.13,52.3,23.17,1.73,6.91,1015.3,3.6,12.29,32.2,4.0,26.8,0.0,5.8
2023-01-04T11:00:00,Sydney,Australia,-33.8688,151.2093,8.8,52.7,8.29,0.08,2.35,1041.5,9.5,-1.06,19.7,0.0,0.0,6.7,12.2
2023-01-04T12:00:00,Sydney,Australia,-33.8688,151.2093,14.31,28.0,12.79,0.85,5.54,996.2,7.14,-0.89,39.7,5.8,2.5,5.9,25.9
2023-01-04T13:00:00,Cairo,Egypt,30.0444,31.2357,21.83,57.2,24.89,0.17,6.38,1035.2,9.9,12.04,26.5,15.7,14.0,6.7,8.5
2023-01-04T14:00:00,Beijing,China,39.9042,116.4074,20.86,58.0,19.56,0.03,2.3,1039.4,5.74,13.34,38.2,21.5,18.3,2.2,0.0
2023-01-04T15:00:00,Johannesburg,South Africa,-26.2041,28.0473,5.68,15.0,3.29,0.2,7.73,1016.9,6.96,-12.22,43.5,9.6,11.9,11.0,23.8
2023-01-04T16:00:00,Cairo,Egypt,30.0444,31.2357,16.02,37.5,13.65,0.79,2.52,1012.3,6.43,4.14,76.0,41.7,14.5,18.7,8.0
2023-01-04T17:00:00,Delhi,India,28.65195,77.23149,23.99,61.4,23.16,1.11,0.6,1023.6,8.79,15.46,60.0,42.2,22.0,17.5,10.7
2023-01-04T18:00:00,Paris,France,48.8566,2.3522,27.46,50.4,29.46,0.8,3.38,1011.4,4.71,16.7,43.2,15.8,19.7,14.1,34.5
2023-01-04T19:00:00,Cairo,Egypt,30.0444,31.2357,16.89,67.5,15.64,0.72,8.55,1016.4,4.45,11.57,1.6,0.0,28.9,12.2,15.8
2023-01-04T20:00:00,Delhi,India,28.65195,77.23149,12.13,59.5,16.14,1.52,3.4,1007.3,0.0,4.3,70.9,24.5,21.7,9.8,1.5
2023-01-04T21:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,15.0,18.3,16.23,0.15,1.7,1000.0,8.08,-4.11,26.0,2.3,22.9,6.1,22.2
2023-01-04T22:00:00,London,UK,51.5074,-0.1278,21.59,96.7,21.19,0.11,7.48,1002.9,3.6,20.91,1.3,1.6,22.7,9.2,4.1
2023-01-04T23:00:00,Los Angeles,USA,34.0522,-118.2437,18.14,74.8,14.39,0.04,5.18,1016.9,9.65,13.58,49.2,27.8,16.3,6.4,20.9
2023-01-05T00:00:00,Johannesburg,South Africa,-26.2041,28.0473,17.13,49.5,15.07,3.01,2.67,1023.0,4.73,6.77,44.2,1.7,19.3,16.5,22.8
2023-01-05T01:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,13.05,49.9,12.23,0.04,6.79,991.2,7.16,2.65,40.5,0.0,27.1,13.8,27.8
2023-01-05T02:00:00,London,UK,51.5074,-0.1278,10.99,76.6,11.8,0.91,5.41,1018.7,5.44,6.6,59.5,17.7,0.0,6.7,18.4
2023-01-05T03:00:00,Paris,France,48.8566,2.3522,9.8,61.9,12.3,0.04,2.21,1003.9,8.69,1.64,39.2,1.2,29.9,10.4,18.2
2023-01-05T04:00:00,Beijing,China,39.9042,116.4074,21.44,31.8,23.81,0.38,3.27,1005.0,6.74,8.06,61.0,21.1,28.1,11.1,34.8
2023-01-05T05:00:00,Sydney,Australia,-33.8688,151.2093,7.1,85.2,9.83,0.15,6.99,1023.7,5.07,3.92,22.8,5.4,24.7,7.9,13.1
2023-01-05T06:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,19.06,78.4,20.37,0.14,2.18,1001.6,0.91,14.98,31.3,8.9,0.0,3.8,29.4
2023-01-05T07:00:00,Beijing,China,39.9042,116.4074,15.24,67.2,12.46,0.21,5.23,1039.9,8.79,8.37,36.1,8.8,28.1,12.4,8.5
2023-01-05T08:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,22.27,57.7,26.87,0.79,5.39,1023.6,3.19,12.96,42.2,15.0,16.8,3.7,4.6
2023-01-05T09:00:00,Cairo,Egypt,30.0444,31.2357,11.43,24.6,11.65,0.18,1.15,1009.7,4.59,-1.55,15.9,6.6,36.1,13.8,19.0
2023-01-05T10:00:00,Johannesburg,South Africa,-26.2041,28.0473,15.51,66.6,17.06,0.11,1.07,1015.9,5.45,8.21,32.5,12.8,7.9,7.4,7.1
2023-01-05T11:00:00,London,UK,51.5074,-0.1278,20.18,37.0,21.6,0.05,2.94,1027.9,5.83,7.36,40.0,0.0,14.7,16.0,21.3
2023-01-05T12:00:00,Tokyo,Japan,35.6762,139.6503,18.9,71.0,20.69,1.3,5.03,1003.4,8.28,12.78,8.7,0.0,0.0,7.1,18.1
2023-01-05T13:00:00,Los Angeles,USA,34.0522,-118.2437,16.44,81.6,18.84,0.05,6.04,1018.7,5.77,13.74,12.7,15.3,10.3,12.6,0.0
2023-01-05T14:00:00,Sydney,Australia,-33.8688,151.2093,10.28,90.3,9.76,0.15,4.24,1028.4,4.41,6.57,10.9,6.5,16.7,0.9,15.0
2023-01-05T15:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,12.03,52.7,9.28,0.07,6.43,1021.7,4.64,2.17,35.8,1.8,7.3,5.0,11.8
2023-01-05T16:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,9.12,63.2,10.58,0.89,3.95,1016.1,4.97,0.31,7.8,2.7,24.7,0.0,21.6
2023-01-05T17:00:00,London,UK,51.5074,-0.1278,24.51,56.9,25.61,0.0,0.45,983.9,7.36,14.91,20.9,1.8,3.7,7.3,12.7
2023-01-05T18:00:00,Tokyo,Japan,35.6762,139.6503,20.45,69.1,21.09,0.94,1.83,1011.3,7.83,15.53,1.6,0.0,25.9,10.0,22.0
2023-01-05T19:00:00,London,UK,51.5074,-0.1278,17.47,52.3,18.05,0.45,4.7,1003.9,6.33,10.85,5.5,3.3,8.9,10.3,20.5
2023-01-05T20:00:00,Johannesburg,South Africa,-26.2041,28.0473,18.75,83.5,19.13,0.18,8.48,1016.5,7.69,14.23,16.4,3.1,16.4,9.9,29.0
2023-01-05T21:00:00,Cairo,Egypt,30.0444,31.2357,9.74,79.5,9.75,0.05,5.76,983.0,6.62,4.14,46.1,14.6,31.9,11.3,6.4
2023-01-05T22:00:00,Delhi,India,28.65195,77.23149,16.03,85.5,17.1,0.03,0.58,1016.7,0.6,13.87,56.6,69.3,18.2,14.0,29.1
2023-01-05T23:00:00,Johannesburg,South Africa,-26.2041,28.0473,20.89,46.1,21.34,0.7,2.75,1010.9,1.0,10.24,42.0,10.0,3.6,12.8,21.8
2023-01-06T00:00:00,Sydney,Australia,-33.8688,151.2093,11.51,54.4,8.5,0.03,7.57,1004.3,6.6,1.85,32.0,2.4,20.5,5.1,6.5
2023-01-06T01:00:00,Johannesburg,South Africa,-26.2041,28.0473,8.23,49.4,5.73,0.11,10.44,991.1,5.51,-3.03,23.1,2.5,0.0,9.7,37.2
2023-01-06T02:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,12.87,65.2,14.92,0.05,1.19,1019.7,4.72,4.9,35.5,11.1,12.3,11.2,4.8
2023-01-06T03:00:00,Beijing,China,39.9042,116.4074,23.6,32.0,22.27,2.62,4.74,1000.7,3.68,10.08,48.8,9.5,23.8,11.9,0.0
2023-01-06T04:00:00,Tokyo,Japan,35.6762,139.6503,15.78,78.3,13.04,0.05,4.78,1007.3,8.69,11.94,3.8,4.9,8.8,5.7,23.1
2023-01-06T05:00:00,London,UK,51.5074,-0.1278,15.9,77.9,14.35,0.08,3.09,1025.2,6.57,13.18,75.4,15.7,15.6,3.3,12.2
2023-01-06T06:00:00,Beijing,China,39.9042,116.4074,15.21,38.9,13.11,0.56,6.61,1001.0,11.0,2.53,49.4,1.6,37.6,17.3,15.5
2023-01-06T07:00:00,Los Angeles,USA,34.0522,-118.2437,11.63,64.2,9.38,2.16,4.74,982.8,2.54,5.16,60.3,18.4,5.3,10.8,26.8
2023-01-06T08:00:00,Tokyo,Japan,35.6762,139.6503,10.07,59.8,10.62,0.04,3.69,1008.1,4.63,1.47,21.1,6.2,18.5,6.8,15.9
2023-01-06T09:00:00,Johannesburg,South Africa,-26.2041,28.0473,15.6,21.6,16.55,0.07,6.9,988.6,0.07,0.19,32.9,5.7,12.8,11.5,27.5
2023-01-06T10:00:00,Cairo,Egypt,30.0444,31.2357,20.78,54.8,16.56,1.47,6.11,1001.4,6.68,12.6,76.2,12.4,20.7,15.0,13.9
2023-01-06T11:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,9.55,68.3,10.71,0.08,3.85,1029.7,2.75,2.62,33.2,16.3,4.5,3.6,0.0
2023-01-06T12:00:00,Sydney,Australia,-33.8688,151.2093,15.3,37.6,14.53,1.36,5.08,1008.4,6.68,3.3,13.2,1.2,21.8,8.8,8.3
2023-01-06T13:00:00,Beijing,China,39.9042,116.4074,21.64,38.3,24.46,0.17,4.89,1009.5,6.7,8.93,52.7,22.8,19.5,10.3,0.6
2023-01-06T14:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,9.81,23.4,11.27,2.51,0.43,1020.7,8.56,-5.96,35.0,0.0,18.6,4.5,20.2
2023-01-06T15:00:00,Paris,France,48.8566,2.3522,10.55,70.9,12.6,0.01,0.89,1008.8,3.55,3.17,39.1,16.5,6.4,5.8,30.7
2023-01-06T16:00:00,Sydney,Australia,-33.8688,151.2093,18.15,57.4,19.39,0.46,4.87,1006.4,6.09,8.85,37.2,10.8,0.0,12.0,0.0
2023-01-06T17:00:00,Cairo,Egypt,30.0444,31.2357,15.28,80.5,14.65,0.77,7.07,988.9,7.82,11.33,21.2,1.5,14.4,15.5,20.7
2023-01-06T18:00:00,Paris,France,48.8566,2.3522,9.76,51.9,8.04,1.99,8.51,1011.6,2.1,-0.53,14.0,0.0,15.8,3.1,0.0
2023-01-06T19:00:00,London,UK,51.5074,-0.1278,16.46,23.9,14.96,0.21,9.5,1012.7,5.61,-0.53,16.9,2.6,6.8,11.6,8.0
2023-01-06T20:00:00,Paris,France,48.8566,2.3522,16.93,48.3,17.26,0.06,3.91,1003.2,6.21,6.82,28.2,5.0,21.4,7.1,16.9
2023-01-06T21:00:00,Johannesburg,South Africa,-26.2041,28.0473,15.66,93.9,12.98,1.47,5.04,1030.9,6.22,14.62,21.8,5.8,14.5,5.7,15.3
2023-01-06T22:00:00,Cairo,Egypt,30.0444,31.2357,19.35,44.7,17.74,0.07,5.86,1014.8,7.41,8.37,52.8,16.1,21.8,9.9,35.5
2023-01-06T23:00:00,Cairo,Egypt,30.0444,31.2357,16.1,46.7,16.97,0.95,7.31,1010.9,2.22,6.63,57.5,1.1,36.7,14.6,13.2
2023-01-07T00:00:00,Delhi,India,28.65195,77.23149,26.11,63.2,26.05,0.0,5.69,1012.2,3.03,18.88,52.6,7.9,15.2,16.7,0.0
2023-01-07T01:00:00,Cairo,Egypt,30.0444,31.2357,19.18,50.4,21.8,0.21,3.51,1013.4,6.84,8.81,64.9,16.8,24.9,15.7,19.9
2023-01-07T02:00:00,Sydney,Australia,-33.8688,151.2093,24.92,44.7,22.16,0.03,5.74,1013.2,2.19,14.63,2.5,7.3,36.4,8.7,28.1
2023-01-07T03:00:00,London,UK,51.5074,-0.1278,15.69,23.8,14.49,0.04,8.81,1015.3,5.95,0.14,26.5,7.7,14.7,10.1,18.0
2023-01-07T04:00:00,Beijing,China,39.9042,116.4074,16.45,31.9,12.49,0.44,3.07,996.6,4.91,2.87,4.9,0.0,27.3,14.3,1.0
2023-01-07T05:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,16.13,80.4,17.68,0.06,2.93,1017.6,5.49,12.85,35.6,16.8,17.3,11.9,26.9
2023-01-07T06:00:00,Delhi,India,28.65195,77.23149,14.13,23.8,17.22,0.96,2.72,1021.3,4.3,-1.61,82.0,25.5,20.6,15.2,15.0
2023-01-07T07:00:00,Johannesburg,South Africa,-26.2041,28.0473,17.82,78.2,18.22,0.12,4.66,1013.3,5.54,14.24,44.1,10.8,10.0,9.1,17.9
2023-01-07T08:00:00,Delhi,India,28.65195,77.23149,19.12,100.0,18.08,0.11,4.75,1040.1,4.05,19.45,38.0,17.5,29.0,17.8,14.3
2023-01-07T09:00:00,Tokyo,Japan,35.6762,139.6503,24.45,58.1,23.79,0.34,2.7,1003.7,2.64,17.01,22.7,8.4,14.5,10.9,11.5
2023-01-07T10:00:00,Tokyo,Japan,35.6762,139.6503,12.78,64.5,13.98,0.1,6.19,1003.1,3.7,4.73,56.0,14.3,19.8,13.0,48.1
2023-01-07T11:00:00,London,UK,51.5074,-0.1278,9.61,45.2,8.38,0.02,3.75,997.4,5.84,-1.29,39.6,14.0,19.8,6.5,41.2
2023-01-07T12:00:00,Los Angeles,USA,34.0522,-118.2437,19.33,22.8,17.32,0.1,4.2,1006.4,10.03,4.43,50.5,7.7,10.0,9.7,18.4
2023-01-07T13:00:00,Los Angeles,USA,34.0522,-118.2437,8.88,56.4,8.9,0.48,3.15,1009.9,5.23,0.76,57.6,19.5,14.4,11.4,22.8
2023-01-07T14:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,13.17,75.8,15.13,1.99,2.33,1012.2,5.03,8.23,20.0,0.0,17.2,5.7,19.0
2023-01-07T15:00:00,Delhi,India,28.65195,77.23149,14.19,38.0,14.66,0.85,9.96,1015.3,6.21,0.71,28.3,13.0,19.6,10.2,10.7
2023-01-07T16:00:00,Cairo,Egypt,30.0444,31.2357,17.71,41.9,17.1,0.19,1.02,1023.3,6.23,5.48,13.4,3.8,22.1,16.7,3.0
